magnesium,calcium,hydrogencarbonat,kalium,natrium,chlorid,sulfat,title,id
40,110,810,10,280,270,20,Selters,286
40,110,810,10,280,270,20,Selters leicht,1682
21,78,298,1,6,10,28,Selters Naturell,1683
19,90,488,6,178,112,122,Seltina,1684
19,90,488,7,178,112,122,Seltina Classic,1685
19,90,488,7,178,112,122,Seltina Medium,1686
24,81,335,1,10,16,33,Severin Quelle,1688
24,81,335,1,9,16,33,Severin Quelle Spritzig,1689
24,81,335,1,9,16,33,Severin Quelle Still,1690
13,51,227,2,17,10,14,Share Mineralwasser Glasflasche,4200
21,40,274,1,18,1,8,Share mit Kohlensäure,1691
21,40,274,1,18,1,8,Share ohne Kohlensäure,1692
21,79,329,1,5,3,18,Siebers Quelle sanft&#038;mild,1693
21,79,329,1,5,3,18,Siebers Quelle Still,1694
24,92,381,0,9,16,0,Siegsdorfer Petrusquelle Classic,1695
24,104,417,1,15,23,8,Siegsdorfer Petrusquelle Medium,1696
24,104,417,1,15,23,8,Siegsdorfer Petrusquelle Naturell,1697
24,104,417,1,15,23,8,Siegsdorfer Petrusquelle Spritzig,1698
41,214,325,4,7,3,423,Silberbrunnen Medium,1702
41,214,325,4,7,3,423,Silberbrunnen spritzig,1703
41,214,325,4,8,3,423,Silberbrunnen Still,1704
24,69,335,1,6,3,7,Silenca Quelle Classic,1708
24,69,335,1,6,3,7,Silenca Quelle Extra Still,1709
24,69,335,1,6,3,7,Silenca Quelle Medium,1710
3,47,182,2,19,10,8,Silent naturell (St. Cyriakus Quelle),1711
70,80,860,10,160,70,40,Sinziger Classic,1712
70,80,860,10,160,70,40,Sinziger Medium,1713
70,80,860,10,160,70,40,Sinziger Naturelle,1714
25,75,251,0,45,120,20,Sodenthaler Andreas Quelle Classic,1718
25,75,251,0,45,120,20,Sodenthaler Andreas Quelle Natur,1719
25,75,251,0,45,120,20,Sodenthaler Andreas Quelle Still,1720
56,218,235,7,173,0,31,Sodenthaler Mineral-Quelle Classic,1721
0,2,0,0,110,170,3,Sonic Aqua Tafelwasser,1726
0,0,0,0,0,0,0,Sonnenland Spritzig,1727
0,0,0,0,0,0,0,Sonnenland Tafelwasser,1728
31,100,432,2,9,17,0,Sonnenquelle Still (St. Leonhard),1729
3,54,142,1,8,19,22,Sophie Charlotte Naturell (St. Georg Quelle),1730
31,58,277,3,11,25,34,Spessart-Quelle Blau,1741
28,57,273,3,12,25,33,Spessart-Quelle Medium,1742
31,58,277,3,11,25,34,Spessart-Quelle Rot,1743
28,57,273,3,12,25,33,Spessart-Quelle Spritzig,1744
3,18,0,1,6,6,69,Spreequell Classic,1747
3,18,0,1,6,6,69,Spreequell Medium,1748
3,18,0,1,6,6,69,Spreequell Naturell,1749
23,58,970,12,503,227,183,St. Burghardt Classic,1751
20,97,397,0,10,0,0,St. Georg Still Quelle (St. Leonhard),1752
3,79,175,0,16,38,0,St. Godehard,1753
26,90,406,1,6,12,7,St. Leonhard Still,1754
0,0,0,0,15,0,0,St. Leonhards Jod Natur,1755
26,90,406,2,6,12,7,St. Leonhards Quelle Medium,1756
34,78,401,1,4,1,11,St. Matthias Quelle Classic,1757
6,97,268,0,12,23,30,St. Michaelis Classic,1758
6,97,268,0,12,23,30,St. Michaelis Naturell,1759
42,102,502,2,25,25,12,St. Nikolaus Quelle Feinperlig,1760
50,117,615,2,19,21,12,St. Nikolaus Quelle Medium,1761
59,99,1.846,0,564,139,39,Staatl. Fachingen Medium,1763
29,78,436,0,27,0,0,Staatl. Fachingen Naturell,1764
59,99,1.846,16,564,139,39,Staatl. Fachingen Still,1765
109,561,986,101,924,748,2.218,Staufer Quelle Medium,1766
109,561,986,101,924,748,2.218,Staufer Quelle Spritzig,1767
56,100,471,5,11,13,39,Stegbach Quelle naturell,1768
56,100,471,5,11,13,39,Stegbach Quelle sanft,1769
27,55,270,2,27,46,25,Steinau Quelle Classic,1770
26,55,270,1,26,46,25,Steinau Quelle Medium,1771
40,630,240,2,20,130,1.360,Steinsieker Classic,1773
40,630,340,2,20,130,1.360,Steinsieker Medium,1774
40,630,240,2,20,130,1.360,Steinsieker Naturell,1775
50,620,250,2,20,110,1.370,Steinsieker Stille Quelle,1776
11,69,275,1,20,11,21,Steirer Quell,1777
75,193,1.074,9,232,283,20,Stelonia (Lahnfels Quelle),1779
11,105,487,3,37,14,2,Stemberga Classic,1780
11,105,487,3,37,14,2,Stemberga Medium,1781
7,73,192,3,17,37,47,Stemweder Berg Quell Medium,1782
7,73,192,3,17,37,47,Sterntaler (Stemweder),1783
3,52,160,2,4,9,6,Stiftsquelle Classic,1784
3,52,160,2,4,9,6,Stiftsquelle Medium,1785
3,52,160,2,4,9,6,Stiftsquelle Naturelle,1786
14,59,259,0,0,1,0,Stolzenbacher Gebirgswasser,1787
12,51,211,0,0,1,0,Stolzenbacher Gebirgswasser Still,1788
0,153,317,0,25,0,133,Stralsunder,1789
30,51,296,1,6,3,4,Sun Benedetto,1790
14,130,389,0,34,32,103,Syburg Classic,1794
14,130,389,0,34,32,103,Syburg Medium,1795
4,76,170,1,22,52,52,Tauperle Classic,1797
27,96,567,0,74,16,26,Teinacher Classic,1798
27,96,567,0,74,16,26,Teinacher Medium,1800
27,96,567,0,73,16,26,Teinacher Naturell,1801
21,109,386,5,7,7,41,Terra Medium,1805
21,109,386,5,7,7,41,Terra Spritzig,1806
92,537,357,7,53,27,1.462,Teusser Classic,1807
92,537,357,7,53,27,1.462,Teusser Medium,1808
82,565,350,8,53,27,1.450,Teusser Naturell,1809
82,565,350,8,53,27,1.450,Teusser Sprudel,1810
82,565,350,8,53,27,1.450,Teusser Still,1811
17,26,172,2,8,6,8,Thalquell Medium,1812
22,42,0,1,8,0,17,Thannhäusener Mineralquelle (Medium),1813
7,64,0,1,7,5,0,Theodor (Rheinsberger Preussenquelle) Classic,1814
7,64,0,1,7,4,0,Theodor (Rheinsberger Preussenquelle) Medium,1815
45,84,276,0,22,33,170,Thüringer Waldquell Classic,1817
45,84,276,0,22,33,170,Thüringer Waldquell Medium,1818
54,84,276,0,0,33,170,Thüringer Waldquell Pur,1819
54,84,276,0,0,33,170,Thüringer Waldquell Sanft,1820
73,313,294,0,19,14,850,Tiefenherster Bergwaldquelle Classic,1821
73,313,294,0,19,14,850,tiefenherster Bergwaldquelle Medium,1822
8,14,74,0,2,4,8,Tip Natürliches Mineralwasser (Erbeskopf-Quelle) Classic,1823
8,14,74,0,2,4,8,Tip Natürliches Mineralwasser (Erbeskopf-Quelle) Medium,1824
8,14,74,0,2,4,8,Tip Natürliches Mineralwasser (Erbeskopf-Quelle) Naturell,1825
51,388,306,4,19,17,920,Tip Natürliches Mineralwasser (Tiefenfels Quelle) Classic,1826
51,388,306,4,19,17,920,Tip Natürliches Mineralwasser (Tiefenfels Quelle) Medium,1827
51,388,306,4,19,17,920,Tip Natürliches Mineralwasser (Tiefenfels Quelle) Still,1828
82,195,329,8,44,140,454,Tip Natürliches Mineralwasser (Waldquelle) Classic,1829
82,195,329,8,44,140,454,Tip Natürliches Mineralwasser (Waldquelle) Medium,1830
82,195,329,8,44,140,454,Tip Natürliches Mineralwasser (Waldquelle) Still,1831
129,170,1.367,17,109,32,29,Tönissteiner Classic,1835
129,170,1.367,17,109,32,29,Tönissteiner Medium,1836
129,170,1.367,17,109,32,29,Tönissteiner Mild,1837
52,87,566,13,57,27,52,Tönissteiner Naturelle,1839
15,35,176,0,2,5,9,Top frisch Spritzig,1840
9,84,325,12,179,246,44,Top Quell Classic,1841
9,84,325,12,179,246,44,Top Quell Medium,1842
1,9,223,2,89,11,0,Trarbacher Felsen-Quelle,1843
19,170,523,0,18,25,0,Überkinger Classic,1847
19,170,523,0,18,25,0,Überkinger Medium,1850
19,170,523,0,18,25,0,Überkinger Naturell,1851
34,98,570,11,179,208,30,Ulmtaler Klosterquelle,1854
84,558,351,8,151,126,1.556,Ulrichquelle Medium,1855
81,387,389,0,13,20,910,Urbacher Classic,1858
81,387,389,0,13,20,910,Urbacher Medium,1859
77,449,389,5,9,15,1.070,Urbacher Naturelle,1860
81,387,389,0,13,20,910,Urbacher Still,1861
12,32,308,16,190,204,36,Ursteiner,1862
5,57,182,0,4,7,0,Urstromtaler Classic,1863
5,57,182,0,4,7,0,Urstromtaler Medium,1864
5,57,182,0,4,7,0,Urstromtaler Naturell,1865
67,480,311,3,10,4,1.190,Velleminfroy Mineralwasser,1876
27,107,348,20,119,45,295,Vest Quell classic,1881
10,103,2.989,66,1.172,235,138,Vichy Célestins,1884
41,72,1.629,19,835,388,313,Victoria Natürliches Mineralwasser,1885
50,90,1.720,20,880,420,360,Victoria Stilles Wasser,1886
4,47,175,2,16,12,10,Vilsa Classic,288
4,49,169,2,49,18,16,Vilsa leichtperlig,1896
4,47,175,2,16,12,10,Vilsa Medium,1897
4,47,175,2,16,12,10,Vilsa Naturell,1898
37,148,416,2,56,53,216,Vinsebecker Quelle,1900
37,148,416,2,56,53,216,Vinsebecker Sprudel,1901
5,51,152,0,15,20,19,Vio Medium (Lüner Quelle),1903
5,51,152,0,11,20,19,Vio spritzig,1904
5,51,152,0,15,20,19,Vio Still (Lüner Quelle),1905
8,72,238,1,3,0,0,Vitalitasia (Source de Ciseau) Classic,1908
8,72,238,1,3,0,0,Vitalitasia (Source de Ciseau) Medium,1909
8,72,238,1,3,0,0,Vitalitasia (Source de Ciseau) Naturell,1910
44,80,408,4,4,15,20,Vitrex (Seewald-Quelle),1911
49,96,689,13,82,17,36,Vitrex Classic,1912
49,96,689,13,82,17,36,Vitrex Sanft Perlend,1913
20,94,248,0,8,0,120,Vittel,283
3,78,209,0,17,35,0,Viva con Aqua Leise,1918
3,80,208,0,18,36,0,Viva con Aqua still,1919
9,22,120,5,5,0,13,Vogelberger Classic,1922
9,22,120,5,5,0,14,Vogelberger Medium,1923
9,22,120,5,5,0,14,Vogelsberger Classic,1924
90,22,120,5,5,0,14,Vogelsberger Medium,1925
24,99,325,13,7,32,78,Vogesia Medium,1926
33,102,345,3,25,47,73,Volkmarser Sauerbrunnen,1927
8,12,74,6,12,15,9,Volvic,278
8,12,74,6,12,15,9,Volvic Leichtperlig,1931
41,114,249,2,14,20,223,Vöslauer prickelnd,1932
41,114,249,2,14,20,223,Vöslauer still,1933
1,5,230,0,90,12,5,VOSS Sparkling,1934
1,5,20,0,6,12,5,VOSS Still,1936
12,19,109,0,8,5,0,Vulkanius Medium,1940
58,83,585,17,53,39,49,Vulkanpark-Quelle Eifel Classic,1941
58,83,585,17,53,39,49,Vulkanpark-Quelle Eifel Medium,1942
58,78,591,17,52,34,51,Vulkanpark-Quelle Eifel Naturelle,1943
18,75,248,3,14,14,72,Waldecker Classic,1945
18,76,248,4,15,14,72,Waldecker Medium,1946
18,76,248,4,15,14,72,Waldecker Naturell,1947
49,253,367,0,26,18,587,Warburger Waldquell Classic,1949
49,253,368,0,26,18,587,Warburger Waldquell Medium,1950
49,253,368,0,26,18,587,Warburger Waldquell Still,1951
17,26,135,1,13,19,27,Weisensteiner Quelle,1954
17,27,135,1,14,20,28,Weisensteiner Quelle Medium,1955
0,66,147,0,16,0,59,Wendenquelle Medium,1956
43,134,677,8,171,228,31,Westerwald-Quelle,1957
17,72,286,1,9,14,17,Wetterauer Klassisch,1958
17,72,286,1,9,14,17,Wetterauer Medium,1959
15,22,108,1,13,21,32,Wiesensteiner Quelle,1961
34,176,446,0,18,0,163,Wiesentaler Aktiv,1962
36,180,464,0,18,0,170,Wiesentaler Medium,1963
34,182,453,0,18,73,158,Wiesentaler Still,1964
17,67,191,0,165,265,0,Wilhelminen-Quell Medium,1965
124,355,1.449,0,88,96,256,Wilhelmsthaler Medium,1966
124,355,1.449,0,88,96,256,Wilhelmsthaler Spritzig,1967
5,41,147,0,16,0,16,Winfried Classic (Wolftalquelle),1969
5,41,147,0,16,0,16,Winfried Medium (Wolftalquelle),1970
6,91,239,1,10,24,44,Wittenseer Classic,1973
6,96,224,1,11,24,44,Wittenseer Medium,1974
6,91,239,1,10,24,44,Wittenseer Stilles,1975
46,166,340,2,38,88,280,Wittmannsthal Quelle Classic,1977
46,166,340,2,38,88,280,Wittmannsthal Quelle Medium,1978
46,166,340,2,38,88,280,Wittmannsthal Quelle Naturell,1979
11,105,487,3,37,14,2,Wolkenstein Classic,1980
10,105,487,2,37,14,1,Wolkenstein Medium,1981
55,135,395,4,14,14,248,Wörsinger Mineral Spritzig,1983
55,135,395,4,14,14,248,Wörsinger Quelle Still,1984
55,135,395,4,14,14,248,Wörsinger Sport Medium,1985
48,118,455,3,11,43,68,Wüteria Heiligenquelle Classic,1987
48,118,455,3,11,43,68,Wüteria Heiligenquelle Medium,1988
48,118,455,3,11,43,68,Wüteria Heiligenquelle Naturell,1989
77,426,374,5,60,13,1.140,Wüteria Schlossbrunnen Classic,1990
77,426,374,5,60,13,1.140,Wüteria Schlossbrunnen Medium,1991
77,426,374,5,60,13,1.140,Wüteria Schlossbrunnen Naturell,1992
8,12,74,6,12,15,9,Volvic,278
120,90,1.800,30,470,130,100,Apollinaris Classic,282
20,94,248,0,8,0,120,Vittel,283
33,70,342,1,14,21,27,Adelholzener Classic,279
26,80,360,1,6,10,14,Evian,287
4,47,175,2,16,12,10,Vilsa Classic,288
72,287,372,4,36,86,655,Franken Brunnen Spritzig,883
54,128,420,3,12,27,180,Aqua Vitale Naturelle,449
124,528,403,0,29,29,1.463,Ensinger Classic,805
27,96,567,0,74,16,26,Teinacher Classic,1798
43,0,150,18,11,6,18,Vio,1902
6,71,240,4,66,97,18,Aqua Culinaris (Cora-Quelle) Classic,414
6,60,204,0,4,5,0,Quellbrunn (Brandenburger Urstromquelle) Classic,1489
6,40,194,0,20,8,0,Saskia Quelle Jessen Classic,1641
